Nimeke;ISSN/NBN;Digitoitu (avoin käyttö);Digitoitu (rajattu käyttö);Ilmestynyt vuosina;Digitointi-%;Niteitä;Sivuja;URL;Puoluekanta;Puoluekanta2 (alkupvm-loppupvm jos tiedossa?);Kommentti;Kommentti_5;Tietolähteiden värikoodit;Puoluekanta_SV;Puoluekanta_en;Kommentti_sv;Kommentti_en
Wiborgs Tidning;1457-4853;1854 - 1855;;1854 - 1855;"100;00 %";120;479;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4853;;;;;;;;;
Kauhava;fk19505;;1935 - 1937;1926 - 1946;"14;29 %";119;476;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk19505;;;;;;;;;
Gamlakarleby Tidning;fk10065;1894 - 1895;;1894 - 1895;"100;00 %";117;474;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10065;;;;;;;;;
Lapua;fk10264;1927 - 1929;;1927 - 1929;"100;00 %";115;468;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10264;;;;;;;;;
Etelä-Häme;fk10037;1920 - 1921;;1920 - 1921;"100;00 %";117;460;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10037;;;;;;;;;
Tieto-Sanomia Suomen Kansalle;1458-6525;1870 - 1872;;1870 - 1872;"100;00 %";58;458;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6525;;;;;;;;;
Maan Sana;fk10287;;1934 - 1936;1934 - 1941;"37;50 %";110;448;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10287;;;;;;;;;
"Virtain; Ähtärin; Alavuden; Kuortaneen ja Töysän Sanomat";fk19509;1927 - 1928;;1927 - 1928;"100;00 %";104;436;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk19509;;;;;;;;;
Priboj;fk10383;1917 - 1918;;1917 - 1918;"100;00 %";110;435;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10383;;;;;;;;;
Vaasan Sanomat;1458-8692;1897 - 1899;;1897 - 1899;"100;00 %";110;433;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8692;;;;;;;;;
Åbo Nya Tidningar;1457-4764;1789;;1789;"100;00 %";53;429;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4764;;;;;;;;;
Suomalainen Työväenliitto;fk10468;1907 - 1909;;1907 - 1909;"100;00 %";106;426;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10468;;;;;;;;;
Helsingin Uutiset;1458-0829;1862 - 1863;;1862 - 1863;"100;00 %";105;420;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0829;;;;;;;;;
Mikkelin Wiikko-Sanomia;1458-2449;1863 - 1864;;1863 - 1864;"100;00 %";97;420;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2449;;;;;;;;;
Riippumaton Työläinen;fk14957;1928 - 1929;1930;1928 - 1930;"100;00 %";80;420;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14957;;;;;;;;;
Veljeys;fk14869;1906 - 1908;;1906 - 1908;"100;00 %";105;420;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14869;;;;;;;;;
Arbetaren;1458-0519;1887 - 1889;;1886 - 1889;"75;00 %";104;418;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0519;;;;;;;;;
Ekenäs Tidning;fk10034;1892 - 1893;;1892 - 1893;"100;00 %";103;413;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10034;;;;;;;;;
Korpi-Jaakko;fk10220;1918;;1918;"100;00 %";100;402;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10220;;;;;;;;;
Åbo Morgonblad;1457-4829;1821;;1821;"100;00 %";40;401;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4829;;;;;;;;;
Helsingfors Annonsblad;1457-4357;1876;;1876;"100;00 %";157;399;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4357;;;;;;;;;
Folkviljan;fk10058;;1936 - 1939;1936 - 1939;"100;00 %";91;388;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10058;;;;;;;;;
Wiburgs Mancherley;1457-4861;1821;;1821;"100;00 %";13;386;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4861;;;;;;;;;
Ilmoitus-Lehti;1457-4268;1859 - 1860;;1859 - 1860;"100;00 %";95;380;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4268;;;;;;;;;
Karjala-Inkeri;fk10182;;1938 - 1939;1937 - 1939;"66;67 %";89;378;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10182;;;;;;;;;
Kunnalliset Uutiset;fk10228;1928 - 1929;1930;1928 - 1930;"100;00 %";107;378;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10228;;;;;;;;;
Aamuposti viikko;2490-1083;;2018 - 2019;2018 - 2019;"100;00 %";19;372;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2490-1083;;;;;;;;;
Työn Oikeus;fk14803;1919;;1919;"100;00 %";90;370;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14803;;;;;;;;;
Folket;fk10056;"1902; 1904 - 1905";;1902 - 1905;"75;00 %";91;367;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10056;;;;;;;;;
"Virtain; Ähtärin ja Pihlajaveden Sanomat";fk19508;1925 - 1926;;1925 - 1926;"100;00 %";91;364;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk19508;;;;;;;;;
Etelä-Pohjanmaan Kunnallissanomat;fk10045;1928 - 1929;;1928 - 1929;"100;00 %";82;356;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10045;;;;;;;;;
Tyrvää;fk14793;1914 - 1915;;1914 - 1915;"100;00 %";88;356;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14793;;;;;;;;;
Karjalan Sanomat;fk10190;1929;1930 - 1931;1929 - 1931;"100;00 %";82;352;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10190;;;;;;;;;
Volna;fk14890;1917;;1917;"100;00 %";87;349;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14890;;;;;;;;;
Satakunnan Suunta;fk10429;;1934 - 1936;1934 - 1936;"100;00 %";81;348;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10429;;;;;;;;;
Lakeuden Suunta;fk10259;;1933 - 1934;1933 - 1934;"100;00 %";86;346;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10259;;;;;;;;;
"Alavuden; Kuortaneen ja Töysän Sanomat";fk10012;1925 - 1926;;1925 - 1926;"100;00 %";85;340;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10012;;;;;;;;;
Kainuun Työmies;fk10153;1922 - 1923;;1922 - 1923;"100;00 %";84;340;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10153;;;;;;;;;
Hangon Sanomat;fk10071;1913 - 1914;;1913 - 1914;"100;00 %";104;339;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10071;;;;;;;;;
Inkerin Sanomat;fk10118;1921 - 1922;;1921 - 1922;"100;00 %";84;336;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10118;;;;;;;;;
Maan Ääni;fk34858;1919 - 1920;;1919 - 1920;"100;00 %";40;336;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk34858;;;;;;;;;
Dagbladet;1458-056X;1888;;1888;"100;00 %";88;328;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-056X;;;;;;;;;
Folkvännen;fk10060;1906;;1906;"100;00 %";41;328;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10060;;;;;;;;;
Itäranta;fk10127;;1931 - 1933;1931 - 1933;"100;00 %";81;326;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10127;;;;;;;;;
Kansan Lehti;1458-0934;1886 - 1887;;1886 - 1887;"100;00 %";80;324;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0934;;;;;;;;;
Suomi;1457-473X;1847 - 1849;;1847 - 1849;"100;00 %";81;324;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-473X;;;;;;;;;
Kuopion Hippakunnan Sanomia;1457-4497;1859 - 1860;;1859 - 1860;"100;00 %";80;320;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4497;;;;;;;;;
Köyhälistön Työ;fk10249;1921;;1921;"100;00 %";80;320;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10249;;;;;;;;;
Työmiehen Ystävä;1458-6533;1874 - 1876;;1874 - 1876;"100;00 %";79;318;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6533;;;;;;;;;
Uusi Aika;fk14990;1911 - 1912;;1910 - 1912;"66;67 %";75;316;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14990;;;;;;;;;
Severnaja Zizn;fk14928;1918 - 1919;;1918 - 1919;"100;00 %";59;305;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14928;;;;;;;;;
Koi;1458-0985;1879 - 1881;;1879 - 1881;"100;00 %";72;298;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0985;;;;;;;;;
Aamuposti viikko;2490-1067;;2018 - 2019;2018 - 2019;"100;00 %";15;296;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2490-1067;;;;;;;;;
Uurtaja;fk14823;1912 - 1914;;1912 - 1914;"100;00 %";65;288;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14823;;;;;;;;;
Hyvinkään Uutiset;fk10101;1929;;1929;"100;00 %";71;284;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10101;;;;;;;;;
Keski-Suomen Kunnallissanomat;fk10204;;1930 - 1931;1930 - 1931;"100;00 %";71;284;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10204;;;;;;;;;
Suomen Kansanvaltuuskunnan Tiedonantaja;fk10474;1918;;1918;"100;00 %";66;279;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10474;;;;;;;;;
Salon Sanomat;fk10416;1908 - 1910;;1908 - 1910;"100;00 %";69;278;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10416;;;;;;;;;
Vestra Nyland;1458-0608;1881 - 1882;;1881 - 1882;"100;00 %";69;274;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0608;;;;;;;;;
Talonpojan Sanomat;fk14763;1926 - 1927;;1926 - 1927;"100;00 %";68;272;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14763;;;;;;;;;
Yhdenvertaisuus;fk14894;1906 - 1907;;1906 - 1907;"100;00 %";67;266;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14894;sosialistinen;;;;2;sosialistisk;socialistic;;
Svenska Tidningen - Dagens Press;fk14754;1921;;1921;"100;00 %";52;262;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14754;-;;Hufvudstadsbladetin iltapäivälehti;;1;-;-;;
"Kunnallisia Tietoja Mynämäen; Mietoisten; Karjalan; Lemun; Askaisten ja Vehmaan";fk14985;1922 - 1923;;1922 - 1923;"100;00 %";64;260;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14985;;;;;;;;;
Virtain ja Ähtärin Sanomat;fk14992;1924 - 1925;;1924 - 1925;"100;00 %";65;258;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14992;;;;;;;;;
Social-Demokraten;fk25055;1907 - 1908;;1907 - 1908;"100;00 %";64;254;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk25055;;;;;;;;;
Kansan Pula;fk10170;;1932 - 1936;1932 - 1936;"100;00 %";62;250;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10170;;;;;;;;;
Mikkelin Ilmoituslehti;1458-2430;1861 - 1863;;1861 - 1863;"100;00 %";61;246;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2430;;;;;;;;;
Deutsch-finnische Nachrichten;fk10032;1924 - 1925;;1924 - 1925;"100;00 %";46;245;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10032;;;;;;;;;
Lakeuden Sana;fk10258;;1932 - 1933;1932 - 1933;"100;00 %";54;242;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10258;;;;;;;;;
Kansan Ystävä;1458-0942;1881 - 1882;;1881 - 1882;"100;00 %";53;237;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0942;;;;;;;;;
Kunnallissanomat;fk10230;;1934 - 1936;1934 - 1936;"100;00 %";59;236;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10230;;;;;;;;;
Itä-Suomen Työmies;fk10129;1899 - 1900;;1899 - 1900;"100;00 %";58;232;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10129;sosialistinen;;;;2;sosialistisk;socialistic;;
Työväen Lehti;fk14814;1922;;1922;"100;00 %";60;232;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14814;;;;;;;;;
Annons-Blad;1457-425X;1858 - 1859;;1858 - 1859;"100;00 %";57;228;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-425X;;;;;;;;;
Salon Seutu;fk10419;;1934 - 1935;1934 - 1935;"100;00 %";51;228;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10419;;;;;;;;;
Kunnalliset Sanomat;fk10227;1895 - 1897;;1895 - 1897;"100;00 %";55;224;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10227;;;;;;;;;
Nystads Tidning;fk10315;1895 - 1896;;1895 - 1896;"100;00 %";55;220;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10315;;;;;;;;;
Keski-Suomen Sosialisti;fk10206;1907 - 1908;;1907 - 1908;"100;00 %";54;214;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10206;sosialistinen;;;;2;sosialistisk;socialistic;;
Mellersta Österbotten;1458-2422;1881 - 1882;;1881 - 1882;"100;00 %";53;212;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2422;;;;;;;;;
Parikkala;fk10332;1909 - 1910;;1909 - 1910;"100;00 %";53;212;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10332;;;;;;;;;
Savon Viikkolehti;fk10449;1891;;1891;"100;00 %";53;212;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10449;;;;;;;;;
Finska Veckobladet;1458-0675;1887 - 1888;;1887 - 1888;"100;00 %";52;208;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0675;;;;;;;;;
Herää Suomi;fk10100;;1933 - 1934;1933 - 1934;"100;00 %";50;204;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10100;;;;;;;;;
Kuopion Sanomat;1457-4462;1856 - 1857;;1856 - 1857;"100;00 %";49;204;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4462;;;;;;;;;
Omahinen;fk10318;1909 - 1910;;1909 - 1910;"100;00 %";42;204;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10318;;;;;;;;;
Helsingin Uutiset;fk10097;1908 - 1910;;1908 - 1910;"100;00 %";48;202;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10097;;;;;;;;;
Itä-Karjala;fk14979;1941 - 1944;;1941 - 1944;"100;00 %";47;200;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14979;;;;;;;;;
Kantri : Maaseudun tulevaisuuden kuukausilehti;1797-3910;;2014;2007 - 2019;"7;69 %";5;200;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1797-3910;;;;;;;;;
Kunnallislehti Satakuntalainen;fk10229;1923 - 1924;;1923 - 1924;"100;00 %";50;200;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10229;;;;;;;;;
Suomenkieliset Tieto-Sanomat;1457-4683;1775 - 1776;;1775 - 1776;"100;00 %";25;200;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4683;;;;;;;;;
Fritt Folk;fk10063;1906 - 1907;;1906 - 1907;"100;00 %";48;196;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10063;;;;;;;;;
Vaasan Sanomat;1458-8706;1912 - 1913;;1912 - 1913;"100;00 %";48;190;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8706;;;;;;;;;
Etelä-Pohjanmaa;fk10043;1924 - 1925;;1924 - 1925;"100;00 %";43;188;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10043;;;;;;;;;
Pohjan-Tähti;1458-2589;1866 - 1867;;1866 - 1867;"100;00 %";46;188;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2589;;;;;;;;;
Turunmaan Kunnallislehti;fk14791;1924 - 1925;;1924 - 1925;"100;00 %";47;188;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14791;;;;;;;;;
Ylä-Satakunta;0358-1934;;1944;1942 - 2019;"1;28 %";47;188;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0358-1934;;;;;;;;;
Kainuun Työväen Lehti;fk10154;1920 - 1921;;1920 - 1921;"100;00 %";45;182;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10154;;;;;;;;;
Työn Voitto;fk14809;1921;;1921;"100;00 %";46;182;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14809;;;;;;;;;
Kannaksen Sanomat;fk10162;1926 - 1927;;1926 - 1927;"100;00 %";43;178;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10162;;;;;;;;;
Eteenpäin;1458-0616;1890;;1890;"100;00 %";44;176;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0616;;;;;;;;;
Vaasan Lehti;fk14842;1914 - 1915;;1914 - 1915;"100;00 %";42;174;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14842;;;;;;;;;
Riippumaton Työläinen;fk14958;;1930 - 1931;1930 - 1931;"100;00 %";42;172;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14958;;;;;;;;;
Pohjola;fk10375;1899 - 1901;;1899 - 1901;"100;00 %";42;168;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10375;;;;;;;;;
Kunnallisia Sanomia;fk14948;1925 - 1926;;1925 - 1926;"100;00 %";40;164;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14948;;;;;;;;;
Kaakkois-Kannas;fk10146;;1939;1939;"100;00 %";40;162;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10146;;;;;;;;;
Kainuun Kansa;fk10150;1922;;1922;"100;00 %";40;160;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10150;;;;;;;;;
Lieksan Sanomat;fk10266;;1930 - 1931;1930 - 1931;"100;00 %";40;160;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10266;;;;;;;;;
Raahen Sanomat;1458-2635;1889 - 1890;;1889 - 1890;"100;00 %";40;160;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2635;;;;;;;;;
Paimion ja Sauvon Kunnallislehti;fk10329;1919;;1919;"100;00 %";48;158;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10329;;;;;;;;;
Kankaanpää;fk10160;;1939;1939;"100;00 %";39;156;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10160;;;;;;;;;
Helsingfors Posten;1458-0810;1864 - 1865;;1864 - 1865;"100;00 %";38;152;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0810;;;;;;;;;
Helsingfors Tidning;fk10092;1909 - 1910;;1909 - 1910;"100;00 %";38;152;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10092;;;;;;;;;
Sampo;1458-2678;1888;;1888;"100;00 %";37;148;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2678;;;;;;;;;
Kale;2343-2322;;2015;2015 - 2019;"20;00 %";9;144;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2343-2322;;;;;;;;;
Räisälän Kuulumisia;fk10410;1911 - 1912;;1911 - 1912;"100;00 %";35;142;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10410;;;;;;;;;
Barometern;1458-0551;1861;;1861;"100;00 %";18;138;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0551;;;;;;;;;
Hermes;1458-0853;1885 - 1886;;1885 - 1886;"100;00 %";41;138;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0853;;;;;;;;;
Kirjasalon Sanomat;fk10212;1920;;1920;"100;00 %";34;138;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10212;;;;;;;;;
Kansallis-sosialisti;fk32330;;1932 - 1934;1932 - 1934;"100;00 %";32;128;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk32330;;;;;;;;;
Työn Valta;fk14806;1921;;1921;"100;00 %";31;128;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14806;;;;;;;;;
Haapamäki;fk10067;;1938 - 1941;1938 - 1941;"100;00 %";31;124;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10067;;;;;;;;;
Kimitobygden;fk14922;;1931;1931;"100;00 %";31;124;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14922;;;;;;;;;
Finlands Folkkommissariats Notisblad;fk10051;1918;;1918;"100;00 %";34;123;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10051;;;;;;;;;
Teuva-Jurva;fk14776;;1933 - 1934;1933 - 1934;"100;00 %";29;116;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14776;;;;;;;;;
Tampereen Lehti;fk14768;1898 - 1899;;1898 - 1899;"100;00 %";29;114;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14768;;;;;;;;;
"Hauhon; Tuuloksen ja Tyrvännön Sanomat";fk10077;;1931 - 1932;1931 - 1932;"100;00 %";28;112;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10077;;;;;;;;;
"Izv'estija Gel'singforsskago Sov'eta Deputatov Armii; Flota i Rabo'cih Sveaborgskago Porta";fk10131;1917;;1917;"100;00 %";29;111;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10131;;;;;;;;;
Lännetär;1458-235X;1863;;1863 - 1864;"50;00 %";27;108;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-235X;;;;;;;;;
St Michels Veckoblad;1458-6673;1876 - 1877;;1876 - 1877;"100;00 %";26;108;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6673;;;;;;;;;
Österbottniska Pressen;fk14915;;1934 - 1935;1934 - 1935;"100;00 %";27;108;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14915;;;;;;;;;
Vapaa Suomi;fk14858;;1932 - 1933;1932 - 1933;"100;00 %";27;107;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14858;;;;;;;;;
Kansallinen Työ;fk10166;;1939 - 1940;1939 - 1940;"100;00 %";23;106;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10166;;;;;;;;;
St Michels Annonce-Blad;1458-6665;1861 - 1862;;1861 - 1862;"100;00 %";53;106;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6665;;;;;;;;;
Sanomia Tampereelta;1458-2686;1866;;1866;"100;00 %";26;104;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2686;;;;;;;;;
Työ;fk14795;1921;;1921;"100;00 %";25;104;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14795;;;;;;;;;
Kanta-Häme;fk10181;;1939;1939;"100;00 %";25;102;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10181;;;;;;;;;
Pietarsaari;fk10347;1929;;1929;"100;00 %";24;98;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10347;;;;;;;;;
Suomalainen;1457-4624;1846;;1846;"100;00 %";24;98;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4624;;;;;;;;;
Vapaa sana;fk20090769;1918;;1918;"100;00 %";26;98;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk20090769;;;;;;;;;
Kymi;fk10242;1893;;1893;"100;00 %";24;94;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10242;;;;;;;;;
Valkoinen Suomi;fk14848;1918;;1918;"100;00 %";45;94;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14848;;;;;;;;;
Itä-Karjala;fk10124;1923 - 1924;;1923 - 1924;"100;00 %";14;92;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10124;;;;;;;;;
Kansanvalta;fk10178;1914;;1914;"100;00 %";23;92;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10178;;;;;;;;;
Jokiposti;fk980522;;2016;1998 - 2019;"4;55 %";18;90;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk980522;;;;;;;;;
"Mouhijärven; Suodenniemen ja Lavian Sanomat";fk14987;1924;;1924;"100;00 %";22;88;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14987;;;;;;;;;
Arbetarnas Notisblad;fk10016;1918;;1918;"100;00 %";32;86;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10016;;;;;;;;;
Kansallinen Työmies;fk31737;;1934 - 1938;1934 - 1938;"100;00 %";21;84;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk31737;;;;;;;;;
Suomen Työläinen;fk10485;;1932;1932;"100;00 %";21;84;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10485;;;;;;;;;
Uusi Aika;fk14824;1900 - 1901;;1900 - 1901;"100;00 %";21;84;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14824;;;;;;;;;
Kainuun Pienviljelijä;fk10151;;1930;1930;"100;00 %";20;82;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10151;;;;;;;;;
Reisjärven Kunnallislehti;fk10408;1927;;1927;"100;00 %";19;78;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10408;;;;;;;;;
Toveri;fk14787;1922;;1922;"100;00 %";20;78;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14787;;;;;;;;;
Ålandsposten;fk14930;1919;;1919;"100;00 %";17;78;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14930;;;;;;;;;
Hangö-Posten;fk10074;1914 - 1915;;1914 - 1915;"100;00 %";19;76;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10074;;;;;;;;;
Helsingfors Börsförenings Tidning;1458-0799;1866 - 1867;;1866 - 1867;"100;00 %";19;76;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0799;;;;;;;;;
Izvestija;fk23795;1918;;1918;"100;00 %";18;76;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk23795;;;;;;;;;
Nya Tag;1458-2511;1890;;1890;"100;00 %";19;76;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2511;;;;;;;;;
Peräpohjola;fk14953;;1931;1931;"100;00 %";19;76;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14953;;;;;;;;;
Työväen Lehti;fk14813;1921;;1921;"100;00 %";18;72;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14813;;;;;;;;;
Russkij Vestnik;fk25022;1918;;1918;"100;00 %";31;70;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk25022;;;;;;;;;
